Alpha_Node,Total_Support
SLC27A4,-980
ACSBG1,-980
ACSBG2,-980
ACADL,-980
FABP3,-980
ILK,-980
PDPK1,-980
UBC,-980
PPARG,-978
ADIPOQ,-980
AQP7,-980
CD36,-980
CYP27A1,-980
FABP4,-980
GK,-980
GK2,-980
OLR1,-980
PLIN1,-980
SORBS1,-980
PLIN2,-980
PLIN4,-980
PLIN5,-980
SLC2A4,-980
NRF1,-980
TFAM,-980
PRKAA1,-980
SPHK1,-980
SPHK2,-980
PRKAA2,-980
PRKAB1,-980
PRKAB2,-980
PRKACA,-980
EHMT1,-980
EHMT2,-980
AKR1C3,-980
CYP19A1,-980
HSD17B1,-980
HSD17B2,-980
HSD17B7,-980
HSD3B1,-980
HSD3B2,-980
PRKACB,-980
PRKACG,-980
PRKAG1,-980
PRKAG2,-980
PRKAG3,-980
PRKCQ,-980
PSEN1,-918
FOXP3,-980
DUSP6,-980
RBBP5,-980
RBL1,-916
RBPJ,-908
PTCRA,-980
CR2,-980
RUNX3,-980
RBPJL,-908
RELB,-970
RFX5,-980
RFXANK,-980
RFXAP,-980
RPS6,-978
RPS6KA5,-916
RUNX1,-978
CSF1R,-980
RUNX1T1,-978
RUNX2,-978
MMP13,-980
RXRA,-912
RXRB,-978
RXRG,-978
SIRT1,-978
SMAD1,-980
ID1,-980
ID2,-980
ID3,-980
ID4,-980
DUSP9,-980
SMAD2,-898
PITX2,-980
ACTA2,-980
CDH1,-980
CTGF,-980
SMAD7,-980
IL23R,-980
COL1A1,-980
COL1A2,-980
COL3A1,-980
COL4A1,-980
COL4A2,-980
COL4A3,-980
COL4A4,-980
COL4A5,-980
COL4A6,-980
SMAD3,-898
SMAD4,-916
SMAD5,-980
SMAD9,-980
SOS1,-906
SPRED1,-980
SPRED2,-980
SPRY1,-980
SPRY2,-980
SPRY3,-980
SPRY4,-980
SOS2,-906
SOX9,-980
SP1,-918
SPI1,-968
CSF2RA,-980
CD14,-980
FCGR1A,-980
ITGAM,-980
ACACA,-980
FASN,-980
SRF,-978
STAT1,-906
PIM1,-980
SOCS1,-980
SOCS2,-980
SOCS4,-980
SOCS5,-980
SOCS7,-980
RIPK1,-980
AOX1,-980
CISH,-980
GFAP,-980
SOCS6,-980
CSN2,-980
ELF5,-980
LHCGR,-980
PRLR,-980
TH,-980
IRGM,-980
OASL,-980
STAT2,-914
STAT3,-914
PIM2,-980
MIR21,-980
STAT4,-918
STAT5A,-918
STAT5B,-918
STAT6,-918
TBX3,-974
TCF3,-972
ESRRB,-980
BAX,-980
LCK,-980
POLB,-980
TCF7,-918
TCF7L1,-918
TCF7L2,-918
TEAD1,-918
TEAD2,-918
TEAD3,-918
TEAD4,-918
TFDP1,-916
TFDP2,-916
THRA,-966
ATP2A2,-980
MYH6,-980
PLN,-980
THRB,-900
TICAM1,-980
TLR2,-978
PDCD4,-980
TLR4,-978
